ts,X_EE,Y_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end,Base_angle,X_ang_start,Z_ang_start,X_ang_end,Z_ang_end,U_ang_start,V_ang_start,U_ang_end,V_ang_end,Goal_X,Goal_Z,Endpt_Sol_X,Endpt_Sol_Z
1693324275165962458,0.07578019017781883,-0.250129616514706,0.7026444785083164,0.9120052658217064,0.08238035850131861,0.7068425495355461,-0.01877508192914236,0.5385000404467684,-0.07890724676746778,0.34306577261730065,1073,107,939,319,854,578,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.0999999999999999,0.35,-0.100000001872892,0.350000002127323
1693324288194486380,0.040401609667044244,-0.25015727531331583,0.7465051112527175,-0.011053179823245055,0.04582340408166148,0.7573180722319957,0.045395499006934556,0.5523791938149917,0.030852257665337824,0.3511497064535446,1025,44,1025,302,1006,568,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],1.11022302462516e-16,0.35,-2.15275143891636e-09,0.350000001210919
1693324313250153780,-0.012350304381542027,-0.2500962397976866,0.711457347077515,-1.0553107868604505,-0.013064668179520768,0.7230896091275386,0.09489360267209021,0.5599489664565944,0.11586770390219425,0.3576327508168587,948,85,1091,293,1123,560,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.1,0.35,0.100000003217358,0.35000000156008
1693324347826388359,0.056709718309626345,-0.2501951815133467,0.6910232868980803,-1.2993295856949127,0.05637349092356587,0.6975931330880094,0.18124554034650645,0.5540040597491569,0.20838440785847057,0.3524579820200294,1039,118,1206,302,1250,568,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.2,0.35,0.199999999972116,0.350000001270216
1693324383404999256,0.19809142372849659,-0.2502585050540339,0.7163977418028245,-0.9780017078307004,0.20156666065587817,0.7256891726953132,0.29822783165169064,0.5546251246402727,0.30859204441766236,0.35025864317398836,1228,86,1361,303,1387,572,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.3,0.35,0.299999999297285,0.349999999468022
1693324424328391552,0.21449058265834653,-0.25012623985756083,0.653520051184886,-1.6675090234692973,0.21613088452817486,0.6583301935518091,0.369107928529655,0.546908732067825,0.40774635892346933,0.348775836962384,1249,170,1455,314,1522,575,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.4,0.35,0.39999999954481,0.349999999590861
1693324476777531147,0.295010352072447,-0.25014422234291067,0.6302576461374376,-1.861954782405578,0.2980242864119615,0.6363936539128661,0.4624635864859853,0.545668492613125,0.506553208124381,0.3472818342956837,1357,199,1578,317,1656,578,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.5,0.35,0.499999998877741,0.349999999420678
1693324529560861588,0.3747885392117573,-0.25000697125132426,0.6004474244904716,-2.0918878676315322,0.3838998853068749,0.6050738536314759,0.5512559255686733,0.539690233284549,0.6042625782846242,0.34577133196320275,1471,240,1695,326,1788,581,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.6,0.35,0.599999998754287,0.349999998400072
1693324578000831366,0.4457120112889326,-0.24986803827169238,0.5585348378900279,-2.352649123052079,0.4538136133350578,0.5682130712918475,0.6301043364815515,0.5312472390439003,0.692456412959163,0.34196875600685084,1565,288,1799,338,1907,587,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.7,0.35,0.690070046581065,0.344938998536475
1693324624603594303,-0.38750055827402224,-0.25019233633406746,0.6218764857442336,2.25144634859879,-0.39290441479787974,0.6245097752041942,-0.5682737277845065,0.6003645870477126,-0.6814339352811856,0.4456155362176438,439,202,199,230,20,431,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.7,0.45,-0.699999998885601,0.449999998872892
1693324674881121159,-0.3016581770870902,-0.2502616376701875,0.6581479525510973,2.044299132800825,-0.30528390619748297,0.659538261383881,-0.478122687108076,0.6038863147130749,-0.5823123153725822,0.43623951772225666,559,159,322,227,158,445,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.6,0.45,-0.599999999126601,0.449999999740162
