ts,X_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end
1692094050499619484,0.07906120397776714,0.826096835631176,2.354902983672871,0.07583362588585009,0.8316475010683887,-0.11759362488092996,0.6694001130415694,-0.17737902937587016,0.37878269819915195,1080,11,846,191,763,540
1692094100442672968,0.15376945279313287,0.8081525979278485,2.3552223418284055,0.1496938860383913,0.8123255206881265,-0.0439101910951091,0.6515526236665333,-0.10695913156177828,0.3626288394967686,1168,34,936,213,853,561
1692094164416467667,-0.1800419714877301,0.7988401245357518,-2.3553886509863524,-0.17706794201426254,0.8096705057576883,0.027391634557419157,0.6741888157525688,0.03553928461865013,0.3762517607047469,777,30,1023,188,1035,545
1692094223546647310,-0.10759310103107736,0.8206955123527719,-2.355100061535081,-0.1051592212698063,0.8316897703014682,0.09602762389397042,0.6926318139993136,0.1067976854776396,0.395128902024478,864,7,1106,168,1125,522
1692094277164266825,-0.02732672602179695,0.8316090610772493,-2.3548909270936087,-0.026629195293638618,0.8386556918501271,0.17754780210002755,0.7026604535319328,0.18801879673673966,0.40376381528572575,958,1,1204,158,1227,512
1692094341973455906,0.05538593101849432,0.8291921950628289,-2.35402379045369,0.05990237430529707,0.8394725811193828,0.25558459714861487,0.6916309053717092,0.2636369034553163,0.39706932464968725,1061,2,1298,172,1322,521
1692094401270362377,0.13353664065703058,0.814063290353127,-2.353798577144334,0.13894072618741005,0.8238446133660188,0.33348825607602456,0.6753420021364236,0.34222645435994703,0.38152407555938805,1155,21,1392,192,1421,541
1692094457226711512,0.20243346509969667,0.7893294038943923,-2.3534624893398357,0.20846497503341527,0.7999349559964124,0.40248967218164533,0.6493585058122394,0.4121558016040926,0.3547105829508149,1238,49,1476,223,1510,575
1692094511178630829,0.2599290903664788,0.759144843731539,-2.3530624519381194,0.26745602388931283,0.7696416215894172,0.46012810428827344,0.6189882227010197,0.46801096110276474,0.3247387581757528,1309,84,1547,259,1582,613
1692094574651615858,0.3061278164926878,0.7273443356721703,-2.352885343789911,0.3126411847592909,0.7383759697543576,0.5038314103029605,0.5843120321272617,0.512159144060736,0.29171694024303363,1364,120,1602,300,1640,655
